cpa,yr_id,name,population,,,
Los Peñasquitos Canyon Preserve,2020,5 to 9,0,,,
Los Peñasquitos Canyon Preserve,2020,10 to 14,0,,,
Los Peñasquitos Canyon Preserve,2020,15 to 17,0,,,
Los Peñasquitos Canyon Preserve,2020,18 and 19,0,,,
Los Peñasquitos Canyon Preserve,2020,20 to 24,0,,,
Los Peñasquitos Canyon Preserve,2020,25 to 29,0,,,
Los Peñasquitos Canyon Preserve,2020,30 to 34,0,,,
Los Peñasquitos Canyon Preserve,2020,35 to 39,0,,,
Los Peñasquitos Canyon Preserve,2020,40 to 44,0,,,
Los Peñasquitos Canyon Preserve,2020,45 to 49,0,,,
Los Peñasquitos Canyon Preserve,2020,50 to 54,0,,,
Los Peñasquitos Canyon Preserve,2020,55 to 59,0,,,
Los Peñasquitos Canyon Preserve,2020,60 and 61,0,,,
Los Peñasquitos Canyon Preserve,2020,62 to 64,0,,,
Los Peñasquitos Canyon Preserve,2020,65 to 69,0,,,
Los Peñasquitos Canyon Preserve,2020,70 to 74,0,,,
Los Peñasquitos Canyon Preserve,2020,75 to 79,0,,,
Los Peñasquitos Canyon Preserve,2020,80 to 84,0,,,
Los Peñasquitos Canyon Preserve,2020,85 and Older,0,,,
Marine Corps Recruit Depot,2020,Under 5,5,,,
Marine Corps Recruit Depot,2020,5 to 9,4,,,
Marine Corps Recruit Depot,2020,10 to 14,6,,,
Marine Corps Recruit Depot,2020,15 to 17,228,,,
Marine Corps Recruit Depot,2020,18 and 19,1197,,,
Marine Corps Recruit Depot,2020,20 to 24,601,,,
Marine Corps Recruit Depot,2020,25 to 29,112,,,
Marine Corps Recruit Depot,2020,30 to 34,14,,,
Marine Corps Recruit Depot,2020,35 to 39,1,,,
Marine Corps Recruit Depot,2020,40 to 44,2,,,
Marine Corps Recruit Depot,2020,45 to 49,4,,,
Marine Corps Recruit Depot,2020,50 to 54,1,,,
Marine Corps Recruit Depot,2020,55 to 59,0,,,
Marine Corps Recruit Depot,2020,60 and 61,0,,,
Marine Corps Recruit Depot,2020,62 to 64,2,,,
Marine Corps Recruit Depot,2020,65 to 69,2,,,
Marine Corps Recruit Depot,2020,70 to 74,3,,,
Marine Corps Recruit Depot,2020,75 to 79,0,,,
Marine Corps Recruit Depot,2020,80 to 84,1,,,
Marine Corps Recruit Depot,2020,85 and Older,0,,,
Mid-City:City Heights,2020,Under 5,4156,,,
Mid-City:City Heights,2020,5 to 9,4598,,,
Mid-City:City Heights,2020,10 to 14,5141,,,
Mid-City:City Heights,2020,15 to 17,3070,,,
Mid-City:City Heights,2020,18 and 19,2049,,,
Mid-City:City Heights,2020,20 to 24,5713,,,
Mid-City:City Heights,2020,25 to 29,6546,,,
Mid-City:City Heights,2020,30 to 34,5808,,,
Mid-City:City Heights,2020,35 to 39,5160,,,
Mid-City:City Heights,2020,40 to 44,4378,,,
Mid-City:City Heights,2020,45 to 49,4363,,,
Mid-City:City Heights,2020,50 to 54,4234,,,
Mid-City:City Heights,2020,55 to 59,3825,,,
Mid-City:City Heights,2020,60 and 61,1358,,,
Mid-City:City Heights,2020,62 to 64,1771,,,
Mid-City:City Heights,2020,65 to 69,2417,,,
Mid-City:City Heights,2020,70 to 74,1685,,,
Mid-City:City Heights,2020,75 to 79,1033,,,
Mid-City:City Heights,2020,80 to 84,644,,,
Mid-City:City Heights,2020,85 and Older,646,,,
Mid-City:Eastern Area,2020,Under 5,2516,,,
Mid-City:Eastern Area,2020,5 to 9,2450,,,
Mid-City:Eastern Area,2020,10 to 14,2433,,,
Mid-City:Eastern Area,2020,15 to 17,1375,,,
Mid-City:Eastern Area,2020,18 and 19,1040,,,
Mid-City:Eastern Area,2020,20 to 24,3647,,,
Mid-City:Eastern Area,2020,25 to 29,3676,,,
Mid-City:Eastern Area,2020,30 to 34,3446,,,
Mid-City:Eastern Area,2020,35 to 39,2924,,,
Mid-City:Eastern Area,2020,40 to 44,2533,,,
Mid-City:Eastern Area,2020,45 to 49,2361,,,
Mid-City:Eastern Area,2020,50 to 54,2464,,,
Mid-City:Eastern Area,2020,55 to 59,2371,,,
Mid-City:Eastern Area,2020,60 and 61,963,,,
Mid-City:Eastern Area,2020,62 to 64,1189,,,
Mid-City:Eastern Area,2020,65 to 69,1728,,,
Mid-City:Eastern Area,2020,70 to 74,1387,,,
Mid-City:Eastern Area,2020,75 to 79,794,,,
Mid-City:Eastern Area,2020,80 to 84,576,,,
Mid-City:Eastern Area,2020,85 and Older,597,,,
Mid-City:Kensington-Talmadge,2020,Under 5,775,,,
Mid-City:Kensington-Talmadge,2020,5 to 9,624,,,
Mid-City:Kensington-Talmadge,2020,10 to 14,594,,,
Mid-City:Kensington-Talmadge,2020,15 to 17,371,,,
Mid-City:Kensington-Talmadge,2020,18 and 19,239,,,
Mid-City:Kensington-Talmadge,2020,20 to 24,909,,,
Mid-City:Kensington-Talmadge,2020,25 to 29,1228,,,
Mid-City:Kensington-Talmadge,2020,30 to 34,1295,,,
Mid-City:Kensington-Talmadge,2020,35 to 39,1203,,,
Mid-City:Kensington-Talmadge,2020,40 to 44,979,,,
Mid-City:Kensington-Talmadge,2020,45 to 49,926,,,
Mid-City:Kensington-Talmadge,2020,50 to 54,967,,,
Mid-City:Kensington-Talmadge,2020,55 to 59,1040,,,
Mid-City:Kensington-Talmadge,2020,60 and 61,353,,,
Mid-City:Kensington-Talmadge,2020,62 to 64,558,,,
Mid-City:Kensington-Talmadge,2020,65 to 69,733,,,
Mid-City:Kensington-Talmadge,2020,70 to 74,716,,,
Mid-City:Kensington-Talmadge,2020,75 to 79,430,,,
Mid-City:Kensington-Talmadge,2020,80 to 84,242,,,
Mid-City:Kensington-Talmadge,2020,85 and Older,255,,,
Mid-City:Normal Heights,2020,Under 5,686,,,
Mid-City:Normal Heights,2020,5 to 9,603,,,
Mid-City:Normal Heights,2020,10 to 14,472,,,
Mid-City:Normal Heights,2020,15 to 17,285,,,
Mid-City:Normal Heights,2020,18 and 19,211,,,
Mid-City:Normal Heights,2020,20 to 24,863,,,
Mid-City:Normal Heights,2020,25 to 29,2136,,,
Mid-City:Normal Heights,2020,30 to 34,2308,,,
Mid-City:Normal Heights,2020,35 to 39,1732,,,
Mid-City:Normal Heights,2020,40 to 44,1159,,,
Mid-City:Normal Heights,2020,45 to 49,924,,,
Mid-City:Normal Heights,2020,50 to 54,864,,,
Mid-City:Normal Heights,2020,55 to 59,867,,,
Mid-City:Normal Heights,2020,60 and 61,297,,,
Mid-City:Normal Heights,2020,62 to 64,419,,,
Mid-City:Normal Heights,2020,65 to 69,627,,,
Mid-City:Normal Heights,2020,70 to 74,390,,,
Mid-City:Normal Heights,2020,75 to 79,198,,,
Mid-City:Normal Heights,2020,80 to 84,131,,,
Mid-City:Normal Heights,2020,85 and Older,123,,,
Midway-Pacific Highway,2020,Under 5,463,,,
Midway-Pacific Highway,2020,5 to 9,421,,,
Midway-Pacific Highway,2020,10 to 14,249,,,
Midway-Pacific Highway,2020,15 to 17,97,,,
Midway-Pacific Highway,2020,18 and 19,70,,,
Midway-Pacific Highway,2020,20 to 24,403,,,
Midway-Pacific Highway,2020,25 to 29,618,,,
Midway-Pacific Highway,2020,30 to 34,616,,,
Midway-Pacific Highway,2020,35 to 39,458,,,
Midway-Pacific Highway,2020,40 to 44,304,,,
Midway-Pacific Highway,2020,45 to 49,214,,,
Midway-Pacific Highway,2020,50 to 54,236,,,
Midway-Pacific Highway,2020,55 to 59,257,,,
Midway-Pacific Highway,2020,60 and 61,102,,,
Midway-Pacific Highway,2020,62 to 64,190,,,
Midway-Pacific Highway,2020,65 to 69,271,,,
Midway-Pacific Highway,2020,70 to 74,221,,,
Midway-Pacific Highway,2020,75 to 79,174,,,
Midway-Pacific Highway,2020,80 to 84,93,,,
Midway-Pacific Highway,2020,85 and Older,143,,,
Mira Mesa,2020,Under 5,4199,,,
Mira Mesa,2020,5 to 9,3810,,,
Mira Mesa,2020,10 to 14,3801,,,
Mira Mesa,2020,15 to 17,2243,,,
Mira Mesa,2020,18 and 19,1560,,,
Mira Mesa,2020,20 to 24,5869,,,
Mira Mesa,2020,25 to 29,7587,,,
Mira Mesa,2020,30 to 34,7152,,,
Mira Mesa,2020,35 to 39,6191,,,
Mira Mesa,2020,40 to 44,4886,,,
Mira Mesa,2020,45 to 49,4709,,,
Mira Mesa,2020,50 to 54,5022,,,
Mira Mesa,2020,55 to 59,5044,,,
Mira Mesa,2020,60 and 61,1909,,,
Mira Mesa,2020,62 to 64,2772,,,
Mira Mesa,2020,65 to 69,3911,,,
Mira Mesa,2020,70 to 74,3172,,,
Mira Mesa,2020,75 to 79,1840,,,
Mira Mesa,2020,80 to 84,1177,,,
Mira Mesa,2020,85 and Older,942,,,
Miramar Air Station,2020,Under 5,314,,,
Miramar Air Station,2020,5 to 9,286,,,
Miramar Air Station,2020,10 to 14,206,,,
Miramar Air Station,2020,15 to 17,84,,,
Miramar Air Station,2020,18 and 19,1182,,,
Miramar Air Station,2020,20 to 24,4274,,,
Miramar Air Station,2020,25 to 29,854,,,
Miramar Air Station,2020,30 to 34,298,,,
Miramar Air Station,2020,35 to 39,213,,,
Miramar Air Station,2020,40 to 44,138,,,
Miramar Air Station,2020,45 to 49,81,,,
Miramar Air Station,2020,50 to 54,27,,,
Miramar Air Station,2020,55 to 59,28,,,
Miramar Air Station,2020,60 and 61,11,,,
Miramar Air Station,2020,62 to 64,9,,,
Miramar Air Station,2020,65 to 69,15,,,
Miramar Air Station,2020,70 to 74,9,,,
Miramar Air Station,2020,75 to 79,1,,,
Miramar Air Station,2020,80 to 84,9,,,
Miramar Air Station,2020,85 and Older,17,,,
Miramar Ranch North,2020,Under 5,756,,,
Miramar Ranch North,2020,5 to 9,914,,,
Miramar Ranch North,2020,10 to 14,1035,,,
Miramar Ranch North,2020,15 to 17,623,,,
Miramar Ranch North,2020,18 and 19,336,,,
Miramar Ranch North,2020,20 to 24,600,,,
Miramar Ranch North,2020,25 to 29,485,,,
Miramar Ranch North,2020,30 to 34,690,,,
Miramar Ranch North,2020,35 to 39,931,,,
Miramar Ranch North,2020,40 to 44,1041,,,
Miramar Ranch North,2020,45 to 49,1128,,,
Miramar Ranch North,2020,50 to 54,1118,,,
Miramar Ranch North,2020,55 to 59,1022,,,
Miramar Ranch North,2020,60 and 61,365,,,
Miramar Ranch North,2020,62 to 64,462,,,
Miramar Ranch North,2020,65 to 69,500,,,
Miramar Ranch North,2020,70 to 74,394,,,
Miramar Ranch North,2020,75 to 79,217,,,
Miramar Ranch North,2020,80 to 84,113,,,
Miramar Ranch North,2020,85 and Older,98,,,
Mission Bay Park,2020,Under 5,52,,,
Mission Bay Park,2020,5 to 9,34,,,
Mission Bay Park,2020,10 to 14,23,,,
Mission Bay Park,2020,15 to 17,5,,,
Mission Bay Park,2020,18 and 19,3,,,
Mission Bay Park,2020,20 to 24,36,,,
Mission Bay Park,2020,25 to 29,102,,,
Mission Bay Park,2020,30 to 34,99,,,
Mission Bay Park,2020,35 to 39,125,,,
Mission Bay Park,2020,40 to 44,55,,,
Mission Bay Park,2020,45 to 49,78,,,
Mission Bay Park,2020,50 to 54,70,,,
Mission Bay Park,2020,55 to 59,96,,,
Mission Bay Park,2020,60 and 61,44,,,
Mission Bay Park,2020,62 to 64,40,,,
Mission Bay Park,2020,65 to 69,41,,,
Mission Bay Park,2020,70 to 74,32,,,
Mission Bay Park,2020,75 to 79,18,,,
Mission Bay Park,2020,80 to 84,12,,,
Mission Bay Park,2020,85 and Older,5,,,
Mission Beach,2020,Under 5,92,,,
Mission Beach,2020,5 to 9,70,,,
Mission Beach,2020,10 to 14,58,,,
Mission Beach,2020,15 to 17,56,,,
Mission Beach,2020,18 and 19,35,,,
Mission Beach,2020,20 to 24,462,,,
Mission Beach,2020,25 to 29,454,,,
Mission Beach,2020,30 to 34,391,,,
Mission Beach,2020,35 to 39,304,,,
Mission Beach,2020,40 to 44,193,,,
Mission Beach,2020,45 to 49,168,,,
Mission Beach,2020,50 to 54,168,,,
Mission Beach,2020,55 to 59,147,,,
Mission Beach,2020,60 and 61,77,,,
Mission Beach,2020,62 to 64,108,,,
Mission Beach,2020,65 to 69,146,,,
Mission Beach,2020,70 to 74,179,,,
Mission Beach,2020,75 to 79,125,,,
Mission Beach,2020,80 to 84,69,,,
Mission Beach,2020,85 and Older,51,,,
Mission Valley,2020,Under 5,1021,,,
Mission Valley,2020,5 to 9,621,,,
Mission Valley,2020,10 to 14,484,,,
Mission Valley,2020,15 to 17,265,,,
Mission Valley,2020,18 and 19,235,,,
Mission Valley,2020,20 to 24,2241,,,
Mission Valley,2020,25 to 29,3912,,,
Mission Valley,2020,30 to 34,3718,,,
Mission Valley,2020,35 to 39,2528,,,
Mission Valley,2020,40 to 44,1470,,,
Mission Valley,2020,45 to 49,1263,,,
Mission Valley,2020,50 to 54,1210,,,
Mission Valley,2020,55 to 59,1206,,,
Mission Valley,2020,60 and 61,467,,,
Mission Valley,2020,62 to 64,646,,,
Mission Valley,2020,65 to 69,816,,,
Mission Valley,2020,70 to 74,610,,,
Mission Valley,2020,75 to 79,352,,,
Mission Valley,2020,80 to 84,275,,,
Mission Valley,2020,85 and Older,306,,,
Mountain Empire,2020,Under 5,471,,,
Mountain Empire,2020,5 to 9,517,,,
Mountain Empire,2020,10 to 14,525,,,
Mountain Empire,2020,15 to 17,318,,,
Mountain Empire,2020,18 and 19,176,,,
Mountain Empire,2020,20 to 24,382,,,
Mountain Empire,2020,25 to 29,443,,,
Mountain Empire,2020,30 to 34,481,,,
Mountain Empire,2020,35 to 39,464,,,
Mountain Empire,2020,40 to 44,449,,,
Mountain Empire,2020,45 to 49,482,,,
Mountain Empire,2020,50 to 54,448,,,
Mountain Empire,2020,55 to 59,526,,,
Mountain Empire,2020,60 and 61,264,,,
Mountain Empire,2020,62 to 64,382,,,
Mountain Empire,2020,65 to 69,548,,,
Mountain Empire,2020,70 to 74,424,,,
Mountain Empire,2020,75 to 79,220,,,
Mountain Empire,2020,80 to 84,130,,,
Mountain Empire,2020,85 and Older,113,,,
Navajo,2020,Under 5,2874,,,
Navajo,2020,5 to 9,3144,,,
Navajo,2020,10 to 14,2885,,,
Navajo,2020,15 to 17,1581,,,
Navajo,2020,18 and 19,984,,,
Navajo,2020,20 to 24,2916,,,
Navajo,2020,25 to 29,3142,,,
Navajo,2020,30 to 34,3602,,,
Navajo,2020,35 to 39,4122,,,
Navajo,2020,40 to 44,3683,,,
Navajo,2020,45 to 49,3345,,,
Navajo,2020,50 to 54,3328,,,
Navajo,2020,55 to 59,3547,,,
Navajo,2020,60 and 61,1401,,,
Navajo,2020,62 to 64,2046,,,
Navajo,2020,65 to 69,3027,,,
Navajo,2020,70 to 74,2634,,,
Navajo,2020,75 to 79,1930,,,
Navajo,2020,80 to 84,1495,,,
Navajo,2020,85 and Older,1673,,,
NCFUA Reserve,2020,Under 5,0,,,
NCFUA Reserve,2020,5 to 9,0,,,
NCFUA Reserve,2020,10 to 14,0,,,
NCFUA Reserve,2020,15 to 17,0,,,
NCFUA Reserve,2020,18 and 19,0,,,
NCFUA Reserve,2020,20 to 24,0,,,
NCFUA Reserve,2020,25 to 29,7,,,
NCFUA Reserve,2020,30 to 34,6,,,
NCFUA Reserve,2020,35 to 39,1,,,
NCFUA Reserve,2020,40 to 44,1,,,
NCFUA Reserve,2020,45 to 49,0,,,
NCFUA Reserve,2020,50 to 54,2,,,
NCFUA Reserve,2020,55 to 59,0,,,
NCFUA Reserve,2020,60 and 61,0,,,
NCFUA Reserve,2020,62 to 64,2,,,
NCFUA Reserve,2020,65 to 69,3,,,
NCFUA Reserve,2020,70 to 74,0,,,
NCFUA Reserve,2020,75 to 79,3,,,
NCFUA Reserve,2020,80 to 84,1,,,
NCFUA Reserve,2020,85 and Older,1,,,
NCFUA Subarea 2,2020,Under 5,0,,,
NCFUA Subarea 2,2020,5 to 9,14,,,
NCFUA Subarea 2,2020,10 to 14,20,,,
NCFUA Subarea 2,2020,15 to 17,10,,,
NCFUA Subarea 2,2020,18 and 19,4,,,
NCFUA Subarea 2,2020,20 to 24,9,,,
NCFUA Subarea 2,2020,25 to 29,3,,,
NCFUA Subarea 2,2020,30 to 34,1,,,
NCFUA Subarea 2,2020,35 to 39,16,,,
NCFUA Subarea 2,2020,40 to 44,9,,,
NCFUA Subarea 2,2020,45 to 49,18,,,
NCFUA Subarea 2,2020,50 to 54,13,,,
NCFUA Subarea 2,2020,55 to 59,15,,,
NCFUA Subarea 2,2020,60 and 61,3,,,
NCFUA Subarea 2,2020,62 to 64,5,,,
NCFUA Subarea 2,2020,65 to 69,8,,,
NCFUA Subarea 2,2020,70 to 74,3,,,
NCFUA Subarea 2,2020,75 to 79,0,,,
NCFUA Subarea 2,2020,80 to 84,0,,,
NCFUA Subarea 2,2020,85 and Older,0,,,
North County Metro,2020,Under 5,2032,,,
North County Metro,2020,5 to 9,2185,,,
North County Metro,2020,10 to 14,2374,,,
North County Metro,2020,15 to 17,1668,,,
North County Metro,2020,18 and 19,958,,,
North County Metro,2020,20 to 24,2323,,,
North County Metro,2020,25 to 29,2303,,,
North County Metro,2020,30 to 34,2307,,,
North County Metro,2020,35 to 39,2580,,,
North County Metro,2020,40 to 44,2337,,,
North County Metro,2020,45 to 49,2541,,,
North County Metro,2020,50 to 54,2828,,,
North County Metro,2020,55 to 59,3625,,,
North County Metro,2020,60 and 61,1452,,,
North County Metro,2020,62 to 64,2272,,,
North County Metro,2020,65 to 69,3350,,,
North County Metro,2020,70 to 74,2898,,,
North County Metro,2020,75 to 79,1927,,,
North County Metro,2020,80 to 84,1372,,,
North County Metro,2020,85 and Older,1589,,,
North Mountain,2020,Under 5,98,,,
North Mountain,2020,5 to 9,113,,,
North Mountain,2020,10 to 14,109,,,
North Mountain,2020,15 to 17,67,,,
North Mountain,2020,18 and 19,41,,,
North Mountain,2020,20 to 24,123,,,
North Mountain,2020,25 to 29,149,,,
North Mountain,2020,30 to 34,151,,,
North Mountain,2020,35 to 39,133,,,
North Mountain,2020,40 to 44,172,,,
North Mountain,2020,45 to 49,145,,,
North Mountain,2020,50 to 54,150,,,
North Mountain,2020,55 to 59,215,,,
North Mountain,2020,60 and 61,112,,,
North Mountain,2020,62 to 64,174,,,
North Mountain,2020,65 to 69,296,,,
North Mountain,2020,70 to 74,308,,,
North Mountain,2020,75 to 79,173,,,
North Mountain,2020,80 to 84,107,,,
North Mountain,2020,85 and Older,79,,,
Ocean Beach,2020,Under 5,510,,,
Ocean Beach,2020,5 to 9,358,,,
Ocean Beach,2020,10 to 14,330,,,
Ocean Beach,2020,15 to 17,219,,,
Ocean Beach,2020,18 and 19,110,,,
Ocean Beach,2020,20 to 24,810,,,
Ocean Beach,2020,25 to 29,2081,,,
Ocean Beach,2020,30 to 34,2251,,,
Ocean Beach,2020,35 to 39,1628,,,
Ocean Beach,2020,40 to 44,1145,,,
Ocean Beach,2020,45 to 49,828,,,
Ocean Beach,2020,50 to 54,701,,,
Ocean Beach,2020,55 to 59,624,,,
Ocean Beach,2020,60 and 61,289,,,
Ocean Beach,2020,62 to 64,377,,,
Ocean Beach,2020,65 to 69,546,,,
Ocean Beach,2020,70 to 74,381,,,
Ocean Beach,2020,75 to 79,162,,,
Ocean Beach,2020,80 to 84,86,,,
Ocean Beach,2020,85 and Older,93,,,
Old San Diego,2020,Under 5,31,,,
Old San Diego,2020,5 to 9,29,,,
Old San Diego,2020,10 to 14,16,,,
Old San Diego,2020,15 to 17,21,,,
Old San Diego,2020,18 and 19,7,,,
Old San Diego,2020,20 to 24,32,,,
Old San Diego,2020,25 to 29,92,,,
Old San Diego,2020,30 to 34,81,,,
Old San Diego,2020,35 to 39,89,,,
Old San Diego,2020,40 to 44,85,,,
Old San Diego,2020,45 to 49,67,,,
Old San Diego,2020,50 to 54,64,,,
Old San Diego,2020,55 to 59,58,,,
Old San Diego,2020,60 and 61,28,,,
Old San Diego,2020,62 to 64,32,,,
Old San Diego,2020,65 to 69,47,,,
Old San Diego,2020,70 to 74,51,,,
Old San Diego,2020,75 to 79,20,,,
Old San Diego,2020,80 to 84,10,,,
Old San Diego,2020,85 and Older,25,,,
Otay,2020,Under 5,8,,,
Otay,2020,5 to 9,6,,,
Otay,2020,10 to 14,6,,,
Otay,2020,15 to 17,70,,,
Otay,2020,18 and 19,100,,,
Otay,2020,20 to 24,597,,,
Otay,2020,25 to 29,1069,,,
Otay,2020,30 to 34,1117,,,
Otay,2020,35 to 39,1044,,,
Otay,2020,40 to 44,859,,,
Otay,2020,45 to 49,727,,,
Otay,2020,50 to 54,647,,,
Otay,2020,55 to 59,562,,,
Otay,2020,60 and 61,151,,,
Otay,2020,62 to 64,175,,,
Otay,2020,65 to 69,184,,,
Otay,2020,70 to 74,114,,,
Otay,2020,75 to 79,56,,,
Otay,2020,80 to 84,15,,,
Otay,2020,85 and Older,4,,,
Otay Mesa,2020,Under 5,1270,,,
Otay Mesa,2020,5 to 9,1341,,,
Otay Mesa,2020,10 to 14,1403,,,
Otay Mesa,2020,15 to 17,918,,,
Otay Mesa,2020,18 and 19,556,,,
Otay Mesa,2020,20 to 24,1607,,,
Otay Mesa,2020,25 to 29,1803,,,
Otay Mesa,2020,30 to 34,1605,,,
Otay Mesa,2020,35 to 39,1452,,,
Otay Mesa,2020,40 to 44,1401,,,
Otay Mesa,2020,45 to 49,1356,,,
Otay Mesa,2020,50 to 54,1247,,,
Otay Mesa,2020,55 to 59,1117,,,
Otay Mesa,2020,60 and 61,371,,,
Otay Mesa,2020,62 to 64,471,,,
Otay Mesa,2020,65 to 69,640,,,
Otay Mesa,2020,70 to 74,383,,,
Otay Mesa,2020,75 to 79,289,,,
Otay Mesa,2020,80 to 84,155,,,
Otay Mesa,2020,85 and Older,136,,,
Otay Mesa-Nestor,2020,Under 5,3149,,,
Otay Mesa-Nestor,2020,5 to 9,3755,,,
Otay Mesa-Nestor,2020,10 to 14,4364,,,
Otay Mesa-Nestor,2020,15 to 17,2757,,,
Otay Mesa-Nestor,2020,18 and 19,1886,,,
Otay Mesa-Nestor,2020,20 to 24,4634,,,
Otay Mesa-Nestor,2020,25 to 29,4620,,,
Otay Mesa-Nestor,2020,30 to 34,4072,,,
Otay Mesa-Nestor,2020,35 to 39,3872,,,
Otay Mesa-Nestor,2020,40 to 44,3613,,,
Otay Mesa-Nestor,2020,45 to 49,3824,,,
Otay Mesa-Nestor,2020,50 to 54,3913,,,
Otay Mesa-Nestor,2020,55 to 59,4022,,,
Otay Mesa-Nestor,2020,60 and 61,1599,,,
Otay Mesa-Nestor,2020,62 to 64,2145,,,
Otay Mesa-Nestor,2020,65 to 69,3175,,,
Otay Mesa-Nestor,2020,70 to 74,2523,,,
Otay Mesa-Nestor,2020,75 to 79,1730,,,
Otay Mesa-Nestor,2020,80 to 84,1232,,,
Otay Mesa-Nestor,2020,85 and Older,1165,,,
Pacific Beach,2020,Under 5,1583,,,
Pacific Beach,2020,5 to 9,1238,,,
Pacific Beach,2020,10 to 14,1097,,,
Pacific Beach,2020,15 to 17,625,,,
Pacific Beach,2020,18 and 19,321,,,
Pacific Beach,2020,20 to 24,3496,,,
Pacific Beach,2020,25 to 29,7607,,,
Pacific Beach,2020,30 to 34,6071,,,
Pacific Beach,2020,35 to 39,4048,,,
Pacific Beach,2020,40 to 44,2696,,,
Pacific Beach,2020,45 to 49,1985,,,
Pacific Beach,2020,50 to 54,1794,,,
Pacific Beach,2020,55 to 59,1731,,,
Pacific Beach,2020,60 and 61,617,,,
Pacific Beach,2020,62 to 64,939,,,
Pacific Beach,2020,65 to 69,1364,,,
Pacific Beach,2020,70 to 74,1263,,,
Pacific Beach,2020,75 to 79,832,,,
Pacific Beach,2020,80 to 84,588,,,
Pacific Beach,2020,85 and Older,732,,,
Pacific Highlands Ranch,2020,Under 5,837,,,
Pacific Highlands Ranch,2020,5 to 9,1076,,,
Pacific Highlands Ranch,2020,10 to 14,1426,,,
Pacific Highlands Ranch,2020,15 to 17,907,,,
Pacific Highlands Ranch,2020,18 and 19,413,,,
Pacific Highlands Ranch,2020,20 to 24,584,,,
Pacific Highlands Ranch,2020,25 to 29,402,,,
Pacific Highlands Ranch,2020,30 to 34,543,,,
Pacific Highlands Ranch,2020,35 to 39,863,,,
Pacific Highlands Ranch,2020,40 to 44,1172,,,
Pacific Highlands Ranch,2020,45 to 49,1374,,,
Pacific Highlands Ranch,2020,50 to 54,1126,,,
Pacific Highlands Ranch,2020,55 to 59,737,,,
Pacific Highlands Ranch,2020,60 and 61,208,,,
Pacific Highlands Ranch,2020,62 to 64,277,,,
Pacific Highlands Ranch,2020,65 to 69,326,,,
Pacific Highlands Ranch,2020,70 to 74,265,,,
Pacific Highlands Ranch,2020,75 to 79,202,,,
Pacific Highlands Ranch,2020,80 to 84,111,,,
Pacific Highlands Ranch,2020,85 and Older,97,,,
Pala-Pauma,2020,Under 5,319,,,
Pala-Pauma,2020,5 to 9,369,,,
Pala-Pauma,2020,10 to 14,471,,,
Pala-Pauma,2020,15 to 17,245,,,
Pala-Pauma,2020,18 and 19,160,,,
Pala-Pauma,2020,20 to 24,253,,,
Pala-Pauma,2020,25 to 29,297,,,
Pala-Pauma,2020,30 to 34,364,,,
Pala-Pauma,2020,35 to 39,361,,,
Pala-Pauma,2020,40 to 44,284,,,
Pala-Pauma,2020,45 to 49,249,,,
Pala-Pauma,2020,50 to 54,295,,,
Pala-Pauma,2020,55 to 59,349,,,
Pala-Pauma,2020,60 and 61,182,,,
Pala-Pauma,2020,62 to 64,197,,,
Pala-Pauma,2020,65 to 69,354,,,
Pala-Pauma,2020,70 to 74,290,,,
Pala-Pauma,2020,75 to 79,138,,,
Pala-Pauma,2020,80 to 84,123,,,
Pala-Pauma,2020,85 and Older,93,,,
Pendleton-De Luz,2020,Under 5,3293,,,
Pendleton-De Luz,2020,5 to 9,1884,,,
Pendleton-De Luz,2020,10 to 14,1189,,,
Pendleton-De Luz,2020,15 to 17,411,,,
Pendleton-De Luz,2020,18 and 19,3997,,,
Pendleton-De Luz,2020,20 to 24,18187,,,
Pendleton-De Luz,2020,25 to 29,4774,,,
Pendleton-De Luz,2020,30 to 34,2069,,,
Pendleton-De Luz,2020,35 to 39,1254,,,
Pendleton-De Luz,2020,40 to 44,544,,,
Pendleton-De Luz,2020,45 to 49,327,,,
Pendleton-De Luz,2020,50 to 54,228,,,
Pendleton-De Luz,2020,55 to 59,160,,,
Pendleton-De Luz,2020,60 and 61,72,,,
Pendleton-De Luz,2020,62 to 64,86,,,
Pendleton-De Luz,2020,65 to 69,114,,,
Pendleton-De Luz,2020,70 to 74,106,,,
Pendleton-De Luz,2020,75 to 79,72,,,
Pendleton-De Luz,2020,80 to 84,37,,,
Pendleton-De Luz,2020,85 and Older,59,,,
Peninsula,2020,Under 5,1962,,,
Peninsula,2020,5 to 9,1998,,,
Peninsula,2020,10 to 14,1898,,,
Peninsula,2020,15 to 17,1136,,,
Peninsula,2020,18 and 19,1570,,,
Peninsula,2020,20 to 24,3504,,,
Peninsula,2020,25 to 29,3198,,,
Peninsula,2020,30 to 34,3013,,,
Peninsula,2020,35 to 39,2924,,,
Peninsula,2020,40 to 44,2695,,,
Peninsula,2020,45 to 49,2449,,,
Peninsula,2020,50 to 54,2331,,,
Peninsula,2020,55 to 59,2419,,,
Peninsula,2020,60 and 61,1021,,,
Peninsula,2020,62 to 64,1470,,,
Peninsula,2020,65 to 69,2309,,,
Peninsula,2020,70 to 74,2066,,,
Peninsula,2020,75 to 79,1270,,,
Peninsula,2020,80 to 84,793,,,
Peninsula,2020,85 and Older,912,,,
Rainbow,2020,Under 5,96,,,
Rainbow,2020,5 to 9,101,,,
Rainbow,2020,10 to 14,114,,,
Rainbow,2020,15 to 17,86,,,
